,restraunt_id,Market Segment,Price Group,Room Type,latitude,longitude,auth_conversion_rate,auth_orders,avg_product_count,conversion_rate,open_auth_count,orders,revenue,sessions,system_identification_only_showed,tap_email_count,tap_sms_count
0,74020442,Moscow,0,3,55.7245371,37.625444019985025,0.010001062294272252,10.631578947368421,3.0638766307834424,0.762990692746153,0.0,815.1447368421053,386807.2236842105,1067.407894736842,0.0,0.0,0.0
1,74020449,Izhevsk,0,3,56.866557,53.2094166,0.005469048213816643,2.901639344262295,3.2310352904460995,0.667476758288838,1.180327868852459,375.8360655737705,169626.0163934426,564.9180327868852,7.688524590163935,0.18032786885245902,4.672131147540983
2,74020450,Saint Petersburg,4,0,59.9606739,30.1586551,0.009411126600443952,2.513157894736842,2.8477858119323085,0.7138535208733191,0.0,192.53947368421052,81628.98666666666,269.5263157894737,0.0,0.0,0.0
3,74020451,Saint Petersburg,4,1,59.9606739,30.1586551,0.014384972075070857,7.7894736842105265,3.0233945460267058,0.7139562882331825,0.0,391.0263157894737,171707.47368421053,549.328947368421,0.0,0.0,0.0
4,74020454,Barnaul,0,3,53.3475493,83.7788448,0.007640024966746703,2.5,3.3257688105286034,0.7691143279341471,0.0,265.6842105263158,143354.6052631579,342.9736842105263,0.0,0.0,0.0
5,74020460,Moscow,0,4,55.7245371,37.625444019985025,0.014114253836807733,1.5657894736842106,4.045388312033102,0.771921874551854,0.0,83.82894736842105,48153.77631578947,108.26315789473684,0.0,0.0,0.0
6,74020461,Nizhny Novgorod,4,3,56.3264816,44.0051395,0.012177307613442401,5.171052631578948,2.6912644996545776,0.7755439747201079,0.0,333.9868421052632,118701.51315789473,431.61842105263156,0.0,0.0,0.0
7,74020468,Ufa,0,3,54.7261409,55.947499,0.017185904048275163,6.355263157894737,2.986042219253636,0.7390453489462998,0.0,274.2763157894737,119203.52631578948,369.9736842105263,0.0,0.0,0.0
8,74020469,Ufa,0,3,54.7261409,55.947499,0.009446269473969019,4.434210526315789,3.6796523603801363,0.6918793592723215,0.0,325.6578947368421,172784.5,473.0394736842105,0.0,0.0,0.0
9,74020474,Saint Petersburg,4,0,59.9606739,30.1586551,0.012267209589837144,4.802631578947368,2.9101404468403076,0.7013092218019724,0.0,282.0921052631579,120978.97368421052,401.4605263157895,0.0,0.0,0.0
10,74020477,Moscow,5,3,55.7245371,37.625444019985025,0.006839193837310592,12.039473684210526,2.849600936169003,0.6948730533877603,0.0,1231.2105263157894,547820.3157894737,1772.2236842105262,0.0,0.0,0.0
11,74020481,Rostov-na-Donu,4,3,47.2216548,39.7096061,0.011621855582318305,1.605263157894737,4.105819604654156,0.7775247121849265,0.0,104.9342105263158,65479.93421052631,134.1315789473684,0.0,0.0,0.0
12,74020478,Saint Petersburg,4,2,59.9606739,30.1586551,0.010620178063403797,4.25,3.6315345365540104,0.7151435132276651,0.0,288.2631578947368,149631.47368421053,404.17105263157896,0.0,0.0,0.0
13,74020471,Korolyov,0,2,55.9133755,37.84640767607998,0.020858718149668155,4.302631578947368,3.8819825997870216,0.732912477457074,0.0,150.6315789473684,86912.19736842105,206.6184210526316,0.0,0.0,0.0
14,74020494,Naberejnye Tchelny,0,3,55.7419774,52.399207,0.0010599513878289855,0.868421052631579,3.2782260893119832,0.18268527634423049,0.0,125.46052631578948,63189.22368421053,831.8157894736842,0.0,0.0,0.0
15,74020498,Penza,0,3,53.1937836,45.006741250609664,0.006901002607025131,3.236842105263158,3.0190274744874266,0.692834385569833,0.0,343.32894736842104,142768.72368421053,494.0394736842105,0.0,0.0,0.0
16,74020470,Penza,0,3,53.1937836,45.006741250609664,0.010373096574776784,3.5,2.93624672699887,0.6568987460071534,0.0,237.51388888888889,104429.98550724638,340.97222222222223,0.0,0.0,0.0
17,74020503,Ufa,0,3,54.7261409,55.947499,0.011530370538214573,3.960526315789474,3.0753683544858355,0.6829726768010179,0.0,249.22368421052633,106029.52631578948,364.1842105263158,0.0,0.0,0.0
18,74020504,Sterlitamak,0,3,53.632374,55.952259,0.012887986247419303,5.368421052631579,3.4589862757363363,0.6977640454356058,0.0,291.9342105263158,149217.11842105264,418.2631578947368,0.0,0.0,0.0
19,74020505,Barnaul,0,3,53.3475493,83.7788448,0.009145402442313433,3.3421052631578947,3.2437770116510136,0.8069493617469637,0.0,311.0263157894737,156315.98684210525,384.19736842105266,0.0,0.0,0.0
20,74020511,Rostov-na-Donu,4,3,47.2216548,39.7096061,0.024043604741379298,7.935483870967742,4.0670775713004375,0.6713514792309416,0.0,223.51612903225808,134352.0357142857,289.83870967741933,0.0,0.0,0.0
21,74020520,Chelyabinsk,9,0,55.1598408,61.4025547,0.00669174761831288,3.1315789473684212,3.5343724702785027,0.6101179053935846,0.0,298.2894736842105,164596.6447368421,487.7894736842105,0.0,0.0,0.0
22,74020521,Saint Petersburg,4,3,59.9606739,30.1586551,0.017816243671445364,6.7368421052631575,2.8087697504652183,0.7912342418786071,0.0,302.0657894736842,121166.25,379.3157894736842,0.0,0.0,0.0
23,74020522,Saint Petersburg,4,4,59.9606739,30.1586551,0.011709191529879304,3.066666666666667,3.5537824459958927,0.7869495353699191,0.0,208.78666666666666,110451.08108108108,263.0,0.0,0.0,0.0
24,74020523,Saint Petersburg,4,0,59.9606739,30.1586551,0.013416390648188057,4.839285714285714,3.022097241842387,0.7244212186661672,0.0,263.89285714285717,115501.69642857143,363.51785714285717,0.0,0.0,0.0
